Geneid	SRR21709659
102723833	0
2104	0
55105	333
128153	16
103752555	0
100885798	0
101929631	0
51018	949
728463	7
7042	2973
103611157	0
643723	98
127018	909
102723886	4
55532	0
2058	6425
10380	1754
55699	5114
406997	0
406969	0
25782	2404
100302234	0
677818	0
6791	17
4139	305
79762	125
54996	444
64757	269
101929730	15
100873924	3
105373280	2
3142	838
400804	16
11221	1090
101929771	16
100189378	1
79802	13
9015	118
100506161	31
375056	2150
64853	1393
148362	1628
400823	2
84976	314
7100	10
55061	42
164127	8
388743	0
824	41006
7159	1430
105369195	149
441124	10
23219	1100
8560	8943
101927143	0
101927164	2
4931	573
100313769	0
29097	1785
80232	3931
100616468	0
149111	89
127602	256
3930	290
55740	18133
6726	5720
2052	4062
9725	1829
10637	2
29920	3778
102466270	0
7044	380
163859	659
3020	4110
64746	3157
83881	0
286826	121
142	3128
375057	0
3707	803
100506443	0
5664	1707
56997	617
105379282	9
