Geneid	SRR21709661
100287102	0
653635	278
102466751	19
100302278	0
645520	0
79501	0
729737	158
102725121	2
102723897	321
102465909	1
729759	0
100132287	3
105378947	4
101928626	1
102465432	10
81399	0
100133331	48
100288069	14
400728	2
79854	3
643837	774
284593	0
100130417	86
148398	106
26155	2998
339451	633
84069	40
84808	7
57801	1223
9636	5095
375790	20955
105369174	4
105378948	43
401934	0
54991	356
254099	0
406984	0
406983	0
554210	0
254173	0
8784	0
7293	0
51150	23706
126792	2552
388581	34
118424	1689
6339	359
116983	5123
102465434	0
126789	739
54973	2406
102465435	0
80772	1335
83756	22
1855	5921
102466740	0
54587	33981
54998	3795
81669	5701
148413	535
55052	2018
441869	151
643965	0
102724312	4
64856	694
219293	0
83858	868
55210	1476
339453	273
29101	4502
643988	158
142678	3975
8510	8
984	1931
728661	2722
8511	3
728642	874
9906	531
65220	2320
2782	15811
105378949	12
163688	57
339456	2
85452	0
2563	0
5590	35
100506504	6
199990	2997
105378592	50
6497	5652
105378594	4
79906	248
100129534	100
11079	4503
5192	875
9651	6
55229	75
388585	0
115110	0
8764	0
100996583	0
127281	17
79258	0
100287898	0
140625	0
440556	104
63976	570
100422968	0
27237	4
1953	3555
693135	0
127262	4857
49856	453
7161	3
57212	873
148870	0
388588	5
57470	2193
9731	1767
1677	117
339448	568
100133612	25
728716	0
284661	0
55966	0
100616489	0
100616421	0
261734	471
8514	630
26038	471
6146	8709
102724450	0
388591	364
23463	7630
148645	8
390992	0
387509	921
11332	4212
54626	6
83715	10
100422975	0
8718	383
57449	2231
79707	813
80835	0
3104	492
9903	13528
148479	1162
90326	420
55735	1000
100505887	0
23261	1040
9341	7638
8863	1680
10911	0
3604	0
11315	7033
54206	1558
102724539	0
50651	228
473	8564
102724552	4
2023	73738
102465436	0
100505975	0
765	0
155184	0
6518	0
80045	53
407040	2
9563	3575
80176	613
100506022	73
84275	255
199953	603
5293	1113
644997	0
101929074	90
22883	14295
56998	692
84328	550
64802	649
100847055	0
105376719	0
116362	0
10277	2563
23095	2296
100422970	0
5226	9427
100526739	0
378708	50
1325	16
1676	1382
5195	1110
54897	80
148345	0
23435	3623
10747	59
6723	6488
5394	1836
2475	2771
100873935	0
10218	6128
29914	633
57540	4
101929181	0
26232	822
93611	1802
26270	761
10459	1210
374946	105
57085	1839
284498	4
102724659	0
4524	1087
1185	903
100379251	15
4878	24
4879	0
26829	0
90231	6319
5351	12988
9927	5395
60672	856
102466982	0
943	4
102465836	0
7133	0
100616438	0
55187	1561
677885	0
9249	2936
102466722	2
343066	0
126767	0
93190	0
390999	0
65121	0
440560	0
343069	0
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
102724742	0
101929983	0
649330	0
441873	0
649324	0
440563	0
645354	0
645359	0
101060301	0
343070	0
400736	0
391003	0
343068	0
391002	0
645382	0
653619	0
729528	0
645414	0
391004	0
645425	0
126755	0
10630	5
7799	1949
23254	277
200197	2
55092	360
727684	0
114827	0
101927417	6
79180	2689
11330	0
63036	2
51032	3
842	457
23341	850
79814	36
84301	58
6248	40
23207	4965
284723	42
388595	0
54751	5693
440567	97
