Geneid	SRR21709662
26828	0
26830	0
11004	399
6202	22021
26811	91
94161	5
94162	2
94163	4
266675	6
1263	1998
343521	29
149478	608
8643	41
8891	1332
79654	4126
7389	6249
57643	170
400752	6
84842	20
4595	210
114034	238
10420	80
126661	39
25974	205
5052	33412
10327	3798
4678	1326
149483	21
60313	2465
728963	4
51249	764
3652	589
23139	4304
8503	1270
101929626	2
10103	26
55624	5962
541468	25
8438	187
10489	4849
7388	5692
387338	710
2166	70
729041	16
101929651	0
127343	0
100507423	3
148930	0
8569	708
148932	471
64756	2027
374973	0
100130197	2
9813	3053
1580	0
163720	0
1579	0
260293	0
199974	0
284541	1
100874253	9
10158	0
6886	0
6491	492
51727	9797
102724077	14
2301	16
84793	261
2306	583
388630	427
391037	0
200010	3
54558	126
84871	0
79656	26
101929721	0
100874313	0
1996	0
63950	0
11124	1641
1031	440
100616189	0
102466656	0
284546	0
26994	7729
22996	88
102724097	0
2060	2175
114883	3719
4898	5632
100313892	0
5865	5180
51060	2896
112970	0
104355143	0
91408	1320
9372	1081
200014	3036
4998	153
84950	414
23318	854
105378722	6
2882	689
348378	0
65260	693
79699	1312
440590	9
55268	594
6342	4865
100616156	0
100616458	0
100616145	0
127435	1815
6512	42
1376	696
54987	1029
4116	797
100507564	10
7804	1914
163742	0
63948	0
148979	1152
105369175	88
55706	734
54432	1029
1733	0
51668	679
115353	1926
388633	0
9528	14740
127428	359
100616315	0
200008	0
606495	144
51253	5809
23648	1942
619518	4
26027	116
338094	3
374977	0
100527960	0
7268	35
25973	285
55001	2
163747	2
1718	28596
100126514	0
199964	8
7809	0
255738	893
23358	1607
100507634	30
100616272	0
8613	10076
5563	677
199920	2
731	0
732	0
1600	8
101926890	0
115209	393
4070	0
114803	747
3725	13963
100131060	9
101926925	2
729467	2
55277	348
100616409	0
101926944	0
51361	6
1573	121
127795	0
101926964	0
100996570	12
4774	176
645030	0
414927	2
83941	1682
10207	482
100422902	0
100422946	0
54596	0
163782	0
7398	805
85440	2960
27329	0
84938	395
199899	0
100996301	0
27022	0
102464823	0
29929	350
23421	183
84455	304
79469	26
5236	5863
4919	524
101927034	10
148581	3
57685	1456
100616338	0
55225	577
3716	5776
101927084	2
105378775	2
100500854	0
406893	0
205	5046
9829	638
54741	5425
3953	396
5142	399
101927139	0
84251	256
100422871	0
200132	8
10022	4
79819	160
57708	1338
23169	954
400757	0
149233	0
3595	0
26135	10839
1647	23477
55970	22998
100289178	49
9077	1964
79971	5797
100302279	0
6121	4
55635	260
101927220	2
57554	7
5301	0
55631	644
9295	4119
81573	1275
11147	366
1491	179
101927244	6
5733	278
100132618	15
9406	2336
406962	1
100852410	11
257194	1024
100852409	0
101927295	0
127255	14
100526835	0
8790	401
51086	0
105378804	0
105378803	0
127254	0
101927320	4
1429	2155
127253	901
431707	0
204962	4
34	1379
1744	11
5876	2569
692085	14
26805	12
26804	6
4438	20
127247	0
101927342	2
256435	41
81849	2210
102466995	0
10026	2648
26289	1161
26009	1660
23032	1640
374986	1618
374987	75
91624	3738
8880	1624
11080	11458
54810	207
149047	4
5737	466
10964	787
10561	1313
64123	173
101927412	0
23266	1491
101927434	0
101927498	0
101927587	0
101927560	0
79739	1145
5567	1957
148418	8
391051	0
58511	0
80135	916
2787	3168
100505741	2
1486	991
103695366	0
439927	0
117178	693
23566	87
255231	614
55283	1011
126820	337
100616481	0
84144	275
148423	1075
8915	744
646626	11
23576	13525
3491	28076
54680	1363
255631	65
57489	1121
102465842	0
9635	46
1179	0
22802	1
9629	2
105378828	33
51100	5471
9403	8091
9653	2525
339524	8
101927844	0
105378832	0
8543	1644
100505768	0
101927891	3
5586	2089
2959	1016
56267	771
494115	502
2635	1183
2633	1818
2634	1158
388646	0
115361	47
115362	4
729930	1
163351	15
400759	5
23507	145
84230	213
400761	8
55144	1212
105378846	2
492303	28
284695	1168
343472	0
84146	974
164045	0
8317	170
7049	1632
676	0
253152	389
646817	15
284697	13
23285	98
388649	0
11146	336
79871	365
2672	0
7813	924
6125	17346
388650	2210
6083	0
26782	2
22823	319
50999	3641
343099	177
100131564	170
1810	2649
54874	1546
100126520	0
8412	3745
100129046	4
100126348	0
100189133	8
30836	2104
2730	4763
24	39
9411	3696
5825	1532
2152	124
101928079	4
100616321	0
126969	58
1266	23488
105378862	37
729970	268
199857	457
101928098	0
148534	57
100527978	7
101928118	2
25950	188
440594	0
100996635	0
102723661	0
101928241	0
58155	274
1806	865
100873932	6
100873933	0
400765	74
100616452	46
406928	0
729987	3
51375	1126
163404	0
100129620	0
9890	18
101928270	0
54873	4505
391059	331
178	1154
23443	1779
64645	2716
163786	173
54482	251
127495	17
1629	791
100506007	22
8634	3483
693138	6
8556	105
54112	1
100128787	0
7412	21
2135	1631
148867	1619
51611	665
102606465	194
101928334	4
101928370	10
1901	236
104355286	0
118427	0
94236	0
1301	4102
101928436	10
55599	396
280	89
648740	4
279	0
276	0
277	0
278	0
100129138	0
101928476	0
55170	799
22854	471
10451	240
102465839	0
100873946	0
29957	1405
148545	0
653149	0
284611	468
113802	66
55119	1502
163479	0
6814	1364
254268	0
642864	0
29899	183
23155	2085
22911	1721
6884	2338
56900	2264
677766	0
127003	1
57535	152
6301	9997
1952	507
84722	270
343263	16
6272	14394
5686	3738
284612	120
127002	133
284613	821
57463	858
83873	3
2773	3381
406974	0
2780	29
271	4217
2948	721
2946	1229
2944	446
2949	58
2947	2732
79574	0
1435	3005
10768	5023
85369	2030
257	136
104355139	4
164153	0
388662	584
100873974	8
3749	1409
440600	3
64783	292
9122	1596
10542	4958
101410535	2
84432	0
643160	0
440602	2
3744	0
3737	8
3738	0
963	0
55791	640
128338	1046
10390	1225
79961	50
1117	81
149620	0
27159	0
128344	201
441897	0
5016	56
79084	2428
515	5550
128346	23
57413	0
140	0
100129269	14
5906	2378
55924	1283
100506343	16
101928718	1
11218	748
3752	20
100874295	0
100873995	0
643355	4
55917	1988
100422976	0
7482	50
54879	664
829	6544
4343	1684
389	19759
333926	28
284467	2
100996702	36
6566	4047
246182	0
100506392	43
100996251	22
9860	200
643441	0
260425	744
10745	1425
54665	381
100287722	2
26191	61
440603	8
10717	432
64858	331
101928846	4
204851	1397
56944	1088
148281	0
51592	1098
10286	1549
163259	52
270	2
4893	1745
7812	24629
80143	1209
6847	0
7252	0
10100	1911
4803	1036
81839	1015
845	14
4808	2
101928995	2
101928977	3
55356	258
126868	30
476	14163
84852	27
101929023	0
965	382
100616384	0
3321	22
100302117	0
388667	0
914	0
5738	3026
9398	2
101929099	6
8458	650
100126331	0
80263	140
79679	0
104355292	0
10905	2270
100996263	0
54855	240
54834	616
10885	1178
200162	2
6913	5
10352	242
104472716	0
101929147	118
51179	0
100874270	0
3284	0
3283	0
128102	0
644242	11
90874	244
26227	2059
3158	0
83998	0
343505	0
11085	0
4853	12504
9554	8637
105378954	12
728841	617
767846	11
100996724	434
101929796	143
101060684	227
100189005	0
101954277	0
653505	0
728855	201
101954264	0
100189257	0
105369199	56
100996721	4
100126488	0
101929798	0
2210	0
100996318	4
337875	36
653820	32
653464	302
100873165	0
647121	47
101929815	0
100189261	0
101954269	0
26863	0
791227	0
105369140	1
388692	0
100189142	0
100189326	0
199882	0
100189356	0
100132417	1
100996713	0
554282	8
100996712	116
101060524	0
730262	0
101954267	1
100189323	0
284565	1227
100189127	0
728945	0
105371215	0
1818	0
645166	217
647135	305
728833	22
101929805	2
102724235	41
103091866	167
645142	0
101954266	1
7214	0
100288142	554
100126510	0
101060254	1
101929780	77
653519	841
5174	25
11126	11
27246	1128
10623	1219
200035	118
10401	2283
102466191	0
148741	195
8515	222
8799	1217
114814	46
9939	3124
128077	1711
84265	914
284615	568
10628	1016
148738	0
100189384	0
100189064	0
100188991	0
100189198	0
101954276	0
101928979	16
100132406	107
388677	532
170688	1
105371242	0
102724558	88
100288805	25
105373468	0
149013	451
728989	0
100189334	0
101447996	0
644861	0
5565	1495
171423	1250
2330	55
9557	1374
100289211	0
607	632
51205	504
2702	0
2703	0
51463	209
100034743	0
100189140	0
26864	0
100189193	0
200030	278
101927468	7
100189056	0
100189307	0
100189174	0
100188998	0
100847044	0
101954273	0
102466225	0
26860	0
100132057	41
101954272	0
388685	83
644591	0
25832	775
100996763	130
440672	86
9659	2171
400818	762
653513	73
100996761	11
101060226	327
653598	0
57234	100
644634	0
100189228	0
102723955	0
100189059	0
440689	29
2209	26
101927767	3
653604	2
8370	1
105371405	10
126961	0
8337	29
337873	9
723790	20
333932	0
554313	0
8349	1761
8338	30
317772	4
51027	429
9900	1638
10262	3473
10903	587
